Payments to suppliers over £500 - April 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14193,"10,000.00",REDACTED PERSONAL DATA
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14111,"10,000.00",A & R Autos Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14131,"10,000.00",Abc Heating Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14302,"10,000.00",About A Minute
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14233,"10,000.00",Accountants Etc Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14318,"10,000.00",Aggregators Uk Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14266,"10,000.00",Alcock Lees Partnership Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14124,"10,000.00",Anglian Optics Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14240,"10,000.00",Aquaflush Medical Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14123,"10,000.00",Aries Enterprise Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14203,"10,000.00",Ashfords Grounds Maintenance Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14144,"10,000.00",Aspire Will Writers Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14314,"10,000.00",Beaujangles Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14210,"10,000.00",Bk Nails & Beauty Salon Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14275,"10,000.00",Bluebell Osteopath Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14277,"10,000.00",Bridewell Beauty Ltd T/A Therapy Inc.
Norwich City Council,Social Policy/Arts Grants,310060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13800,"10,000.00",BRITTEN SINFONIA LTD                    
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14181,"10,000.00",Caron Press T/A Mile Cross PO
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14192,"10,000.00",Ch (Norwich) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14270,"10,000.00",Clark St. James Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14180,"10,000.00",Crook & Hatchet Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14216,"10,000.00",CSR Planning Ltd
Norwich City Council,Social Policy/Arts Grants,310060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13801,"10,000.00",CURIOUS DIRECTIVE                       
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14209,"10,000.00",Custance & Son Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14211,"10,000.00",D & R Construction Developments Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14262,"10,000.00",Dimension Graphics Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14234,"10,000.00",Divine Blinds of Norwich Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14281,"10,000.00",Dog House Fabrication Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14202,"10,000.00",Dyers Arms 002 Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14217,"10,000.00",E.A Accountants Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14208,"10,000.00",Earlham House Clinic Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14129,"10,000.00",Easypc Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14160,"10,000.00",Empresa Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14127,"10,000.00",Enomatic UK Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14253,"10,000.00",Envisioncad Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14273,"10,000.00",Errand Plus and Personal Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14171,"10,000.00",Esoteric Environmental Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14227,"10,000.00",Flamingo Domestic Services
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14255,"10,000.00",Flight Simulator Sales & Servicing Limit
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14174,"10,000.00",Fluffyegg Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14199,"10,000.00",Ghanshyam News Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14198,"10,000.00",Green Frog Cab Company Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14293,"10,000.00",Hair Care Share CIC
Norwich City Council,Highways Agency,630040,Street Closure Notices Rechge,2834,Street Closure Notices Rechge ,24/04/2020,9376,"6,240.00",HATTON TRAFFIC MANAGEMENT               
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14298,"10,000.00",Hellesdon Barns Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14246,"10,000.00",Humboldt Travel Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14184,"10,000.00",Hyper Pixel Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14272,"10,000.00",Icat Solutions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14280,"10,000.00",Iceni Ltd
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,24/04/2020,12112,"4,375.00",INSIGHT DIRECT (UK) LTD                 
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14299,"10,000.00",Insight Track Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14297,"10,000.00",Inter Regional Public Relations Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14319,"10,000.00",International Colleagues School Of Engli
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14117,"10,000.00",Invisible Vision Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14154,"10,000.00",Ivy Properties Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14150,"10,000.00",J & S Jewellery Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14315,"10,000.00",J&B Menswear
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14197,"10,000.00",Jade Ruyi (Uk) Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14248,"10,000.00",Jimmy Cox Hairdressing Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14259,"10,000.00",Jin Gong Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14312,"10,000.00",Johnson Holmes & Co
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14303,"10,000.00",Jonesco Lettings
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14130,"10,000.00",Law Financial Planning Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14212,"10,000.00",Luminous Communications Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14249,"10,000.00",Mae Cosmetics Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14201,"10,000.00",Make It Move Productions Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14098,"10,000.00",Malmains & Co Ltd T/A Martin & Co
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14207,"10,000.00",Margaret Emms Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14269,"10,000.00",Mason Owen (Specialist Risks) Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14125,"10,000.00",Mg Hair & Beauty Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14237,"10,000.00",Musker Mcintyre Financial Services Ltd
Norwich City Council,Insurance,512010,Insurance - Settlements,2258,Insurance - Settlements       ,24/04/2020,14090,722.65,NATIONWIDE CRASH REPAIR CENTRES LTD     
Norwich City Council,Social Policy/Arts Grants,310060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13802,"2,500.00",NEW ROUTES INTEGRATION                  
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14251,"10,000.00",Nfbc Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14221,"10,000.00",Norcom Technology Ltd
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,24/04/2020,10163,"3,623.55",NORFOLK PET CREMATORIUM                 
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14292,"10,000.00","Norfolk Solar Limited,"
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14179,"10,000.00",North & Hawkins Ltd
Norwich City Council,Concessionary Bus Scheme,630060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13805,750,NORWICH ACCESS GROUP                    
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14106,"10,000.00",Norwich and District Society of Model En
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,24/04/2020,6993,"1,673.37",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,24/04/2020,6992,"4,506.27",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,24/04/2020,6994,"5,226.44",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Social Policy/Arts Grants,310060,Grants  - Main ex SLA's,2727,Grants  - Main ex SLA's       ,24/04/2020,13803,"10,000.00",NORWICH PUPPET THEATRE TRUST LTD        
Norwich City Council,Head of Neighbourhood Housing,710020,Professional Advice/Fees,2850,Professional Advice/Fees      ,24/04/2020,13798,"178,323.60",NORWICH REGENERATION LTD                
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14301,"10,000.00",Norwich Strength Training Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14305,"10,000.00",Norwich Taxation Services Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14224,"10,000.00",Novo Farina Limited
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14153,"10,000.00",Oneonone Communications Ltd
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14296,"10,000.00",Peking House Takeaway
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14163,"10,000.00",Penny Wiles Dental Practice
Norwich City Council,Business Grants Covid 19,511070,Grants - Special Projects,2725,Grants - Special Projects     ,24/04/2020,14178,"10,000.00",Platform 99 Ltd
